User_id,History_course_id,History_course_name
user1058,"2652, 3052, 3119, 3181, 3182        ","Learn to Speak Korean 1, Perfect Tenses and Modals, Vowels of American English Pronunciation, Teach English Now! Technology Enriched Teaching (Part 1), Teach English Now! Technology Enriched Teaching (Part 2)"
user1059,"3337, 3356, 3374, 0672, 2062        ","Big data and Language 1, Chinese for HSK 1, Learn Mandarin Chinese: Capstone Project, First Step Korean, Chinese for Beginners"
user1060,"3389, 0103, 0243, 0293, 0651        ","English for Common Interactions in the Workplace: Basic Level, Teaching Tips for Tricky English Grammar, Strategies for Teaching Perfect Tenses and Modals, Advanced Writing, Write Professional Emails in English"
user1061,"0763, 0894, 1399, 1494, 1515        ","General Academic English, Lesson | Business English Skills: Introducing Yourself in Business Settings, Mandarin Chinese 2: Chinese for Beginners, Blended Language Learning: Design and Practice for Teachers, Grammar and Punctuation"
user1062,"1642, 1648, 1831, 1957, 1966        ","Lesson | Business English Skills: How to Write Effective Openings and Closings to Emails, Adjectives and Adjective Clauses, Teach English Now! Teaching Language Online, Tricky American English Pronunciation, Tricky English Grammar"
user1063,"1977, 2143, 2244, 2403, 2727        ","Spanish Vocabulary: Cultural Experience, Mandarin Chinese 1: Chinese for Beginners, Academic Discussions in English, Lesson | Business English Skills: How to Navigate Tone, Formality, and Directness in Emails, Spanish Vocabulary: Careers and Social Events"
user1064,"2922, 2937, 3020, 3363, 0062        ","Verb Tenses and Passives, Just Reading and Writing English 1, Mandarin Chinese 3: Chinese for Beginners, Miracles of Human Language: An Introduction to Linguistics, Lesson | Telephone Language"
user1065,"0589, 1580, 1923, 2182, 2313        ","Lesson | Video Conferencing: Face to Face but Online, Lesson | Small Talk & Conversational Vocabulary, Lesson | Understand and Be Understood on the Phone, Lesson | Express Yourself: Pronunciation, Lesson | Get Ready for the Interview"
user1066,"0103, 0243, 0293, 0651, 0763        ","Teaching Tips for Tricky English Grammar, Strategies for Teaching Perfect Tenses and Modals, Advanced Writing, Write Professional Emails in English, General Academic English"
user1067,"0894, 1399, 1494, 1515, 1642        ","Lesson | Business English Skills: Introducing Yourself in Business Settings, Mandarin Chinese 2: Chinese for Beginners, Blended Language Learning: Design and Practice for Teachers, Grammar and Punctuation, Lesson | Business English Skills: How to Write Effective Openings and Closings to Emails"
user1068,"1648, 1831, 1957, 1966, 1977        ","Adjectives and Adjective Clauses, Teach English Now! Teaching Language Online, Tricky American English Pronunciation, Tricky English Grammar, Spanish Vocabulary: Cultural Experience"
user1069,"2143, 2244, 2403, 2727, 2922        ","Mandarin Chinese 1: Chinese for Beginners, Academic Discussions in English, Lesson | Business English Skills: How to Navigate Tone, Formality, and Directness in Emails, Spanish Vocabulary: Careers and Social Events, Verb Tenses and Passives"
user1070,"2937, 3020, 3363, 0062, 0589        ","Just Reading and Writing English 1, Mandarin Chinese 3: Chinese for Beginners, Miracles of Human Language: An Introduction to Linguistics, Lesson | Telephone Language, Lesson | Video Conferencing: Face to Face but Online"
user1071,"1580, 1923, 2182, 2313, 2701        ","Lesson | Small Talk & Conversational Vocabulary, Lesson | Understand and Be Understood on the Phone, Lesson | Express Yourself: Pronunciation, Lesson | Get Ready for the Interview, Lesson | Organize Your Pitch"
user1072,"3125, 3245, 3356, 3457, 3589        ","Chinese for Business, Advanced Mandarin Chinese: Business and Economy, Intermediate Chinese for Business, Business Mandarin Chinese, Chinese for Business Professionals"
user1073,"3126, 3246, 3357, 3458, 3590        ","Chinese for Marketing, Advanced Mandarin Chinese: Marketing and Advertising, Intermediate Chinese for Marketing, Marketing Mandarin Chinese, Chinese for Marketing Professionals"
user1074,"3127, 3247, 3358, 3459, 3591        ","Chinese for Finance, Advanced Mandarin Chinese: Finance and Banking, Intermediate Chinese for Finance, Finance Mandarin Chinese, Chinese for Finance Professionals"
user1075,"3128, 3248, 3359, 3460, 3592        ","Chinese for Healthcare, Advanced Mandarin Chinese: Healthcare and Medicine, Intermediate Chinese for Healthcare, Healthcare Mandarin Chinese, Chinese for Healthcare Professionals"
user1076,"3129, 3249, 3360, 3461, 3593        ","Chinese for Technology, Advanced Mandarin Chinese: Technology and IT, Intermediate Chinese for Technology, Technology Mandarin Chinese, Chinese for Technology Professionals"
user1077,"3130, 3250, 3361, 3462, 3594        ","Chinese for Engineering, Advanced Mandarin Chinese: Engineering and Construction, Intermediate Chinese for Engineering, Engineering Mandarin Chinese, Chinese for Engineering Professionals"
user1078,"3131, 3251, 3362, 3463, 3595        ","Chinese for Law, Advanced Mandarin Chinese: Legal and Law Enforcement, Intermediate Chinese for Law, Legal Mandarin Chinese, Chinese for Legal Professionals"
user1079,"3132, 3252, 3363, 3464, 3596        ","Chinese for Education, Advanced Mandarin Chinese: Education and Teaching, Intermediate Chinese for Education, Education Mandarin Chinese, Chinese for Education Professionals"
user1080,"3133, 3253, 3364, 3465, 3597        ","Chinese for Tourism, Advanced Mandarin Chinese: Travel and Tourism, Intermediate Chinese for Tourism, Tourism Mandarin Chinese, Chinese for Tourism Professionals"
user1081,"3134, 3254, 3365, 3466, 3598        ","Chinese for Hospitality, Advanced Mandarin Chinese: Hospitality and Catering, Intermediate Chinese for Hospitality, Hospitality Mandarin Chinese, Chinese for Hospitality Professionals"
user1082,"3135, 3255, 3366, 3467, 3599        ","Chinese for Retail, Advanced Mandarin Chinese: Retail and Sales, Intermediate Chinese for Retail, Retail Mandarin Chinese, Chinese for Retail Professionals"
user1083,"3129, 3249, 3360, 3461, 3593        ","Chinese for Technology, Advanced Mandarin Chinese: Technology and IT, Intermediate Chinese for Technology, Technology Mandarin Chinese, Chinese for Technology Professionals"
user1084,"3130, 3250, 3361, 3462, 3594        ","Chinese for Engineering, Advanced Mandarin Chinese: Engineering and Construction, Intermediate Chinese for Engineering, Engineering Mandarin Chinese, Chinese for Engineering Professionals"
user1085,"3131, 3251, 3362, 3463, 3595        ","Chinese for Law, Advanced Mandarin Chinese: Legal and Law Enforcement, Intermediate Chinese for Law, Legal Mandarin Chinese, Chinese for Legal Professionals"
user1086,"3132, 3252, 3363, 3464, 3596        ","Chinese for Education, Advanced Mandarin Chinese: Education and Teaching, Intermediate Chinese for Education, Education Mandarin Chinese, Chinese for Education Professionals"
user1087,"3133, 3253, 3364, 3465, 3597        ","Chinese for Tourism, Advanced Mandarin Chinese: Travel and Tourism, Intermediate Chinese for Tourism, Tourism Mandarin Chinese, Chinese for Tourism Professionals"
user1088,"3134, 3254, 3365, 3466, 3598        ","Chinese for Hospitality, Advanced Mandarin Chinese: Hospitality and Catering, Intermediate Chinese for Hospitality, Hospitality Mandarin Chinese, Chinese for Hospitality Professionals"
user1089,"3135, 3255, 3366, 3467, 3599        ","Chinese for Retail, Advanced Mandarin Chinese: Retail and Sales, Intermediate Chinese for Retail, Retail Mandarin Chinese, Chinese for Retail Professionals"
user1090,"3136, 3256, 3367, 3468, 3600        ","Chinese for Real Estate, Advanced Mandarin Chinese: Real Estate and Property, Intermediate Chinese for Real Estate, Real Estate Mandarin Chinese, Chinese for Real Estate Professionals"
user1091,"3137, 3257, 3368, 3469, 3601        ","Chinese for Finance, Advanced Mandarin Chinese: Finance and Banking, Intermediate Chinese for Finance, Finance Mandarin Chinese, Chinese for Finance Professionals"
user1092,"3138, 3258, 3369, 3470, 3602        ","Chinese for Healthcare, Advanced Mandarin Chinese: Healthcare and Medicine, Intermediate Chinese for Healthcare, Healthcare Mandarin Chinese, Chinese for Healthcare Professionals"
user1093,"3139, 3259, 3370, 3471, 3603        ","Chinese for Technology, Advanced Mandarin Chinese: Technology and IT, Intermediate Chinese for Technology, Technology Mandarin Chinese, Chinese for Technology Professionals"
user1094,"3140, 3260, 3371, 3472, 3604        ","Chinese for Engineering, Advanced Mandarin Chinese: Engineering and Construction, Intermediate Chinese for Engineering, Engineering Mandarin Chinese, Chinese for Engineering Professionals"
user1095,"1112, 1142, 1152, 1328, 1329        ","Business English: Planning & Negotiating, Business English: Final Project, Presentations: Speaking so that People Listen, Teach English Now! Second Language Listening, Speaking, and Pronunciation (Part 1), Teach English Now! Second Language Listening, Speaking, and Pronunciation (Part 2)"
user1096,"1548, 1961, 2164, 2249, 2324        ","Conjunctions, Connectives, and Adverb Clauses, Speak English Professionally: In Person, Online & On the Phone, Business English: Marketing and Sales, Techniques for Teaching Adjectives and Adjective Clauses, Translation in Practice"
user1097,"2504, 2911, 2958, 3001, 3130        ","Business English: Management and Leadership, Just Reading and Writing English 2, Preparing for Graduate Study in the U.S.: A course for international students, Business English: Meetings, Intermediate Grammar Project"
user1098,"3141, 3302, 3385, 3446, 3474       "," Business English: Finance and Economics, Advanced Interviewing Techniques, English for Effective Business Writing, Better Business Writing in English, Noun Clauses and Conditionals"
user1099,"0032, 0484, 0519, 0601, 0615        ","The Music of American English Pronunciation, Russian for beginners 1. ????????? ????: A1, American Deaf Culture, More Chinese for Beginners, Writing in English at University"
user1100,"0685, 0715, 0778, 0885, 0886        ","Chinese for HSK 2, Consonants of American English Pronunciation, Fundamentals of the Chinese character writing (Part 1), Teach English Now! Capstone Project 2, Teach English Now! Capstone Project 2"
user1101,"1076, 1483, 1578, 1913, 1914        ","The Pronunciation of American English Project, Spanish Vocabulary: Meeting People, English for Teaching Purposes, Teach English Now! Second Language Reading, Writing, and Grammar (Part 1), Teach English Now! Second Language Reading, Writing, and Grammar (Part 2)"
user1102,"2652, 3052, 3119, 3181, 3182        ","Learn to Speak Korean 1, Perfect Tenses and Modals, Vowels of American English Pronunciation, Teach English Now! Technology Enriched Teaching (Part 1), Teach English Now! Technology Enriched Teaching (Part 2)"
user1103,"3337, 3356, 3374, 0672, 2062        ","Big data and Language 1, Chinese for HSK 1, Learn Mandarin Chinese: Capstone Project, First Step Korean, Chinese for Beginners"
user1104,"3389, 0103, 0243, 0293, 0651        ","English for Common Interactions in the Workplace: Basic Level, Teaching Tips for Tricky English Grammar, Strategies for Teaching Perfect Tenses and Modals, Advanced Writing, Write Professional Emails in English"
user1105,"0763, 0894, 1399, 1494, 1515        ","General Academic English, Lesson | Business English Skills: Introducing Yourself in Business Settings, Mandarin Chinese 2: Chinese for Beginners, Blended Language Learning: Design and Practice for Teachers, Grammar and Punctuation"
user1106,"1642, 1648, 1831, 1957, 1966        ","Lesson | Business English Skills: How to Write Effective Openings and Closings to Emails, Adjectives and Adjective Clauses, Teach English Now! Teaching Language Online, Tricky American English Pronunciation, Tricky English Grammar"
user1107,"1977, 2143, 2244, 2403, 2727        ","Spanish Vocabulary: Cultural Experience, Mandarin Chinese 1: Chinese for Beginners, Academic Discussions in English, Lesson | Business English Skills: How to Navigate Tone, Formality, and Directness in Emails, Spanish Vocabulary: Careers and Social Events"
user1108,"1642, 1648, 1831, 1957, 1966        ","Lesson | Business English Skills: How to Write Effective Openings and Closings to Emails, Adjectives and Adjective Clauses, Teach English Now! Teaching Language Online, Tricky American English Pronunciation, Tricky English Grammar"
user1109,"1977, 2143, 2244, 2403, 2727        ","Spanish Vocabulary: Cultural Experience, Mandarin Chinese 1: Chinese for Beginners, Academic Discussions in English, Lesson | Business English Skills: How to Navigate Tone, Formality, and Directness in Emails, Spanish Vocabulary: Careers and Social Events"
user1110,"2922, 2937, 3020, 3363, 0062        ","Verb Tenses and Passives, Just Reading and Writing English 1, Mandarin Chinese 3: Chinese for Beginners, Miracles of Human Language: An Introduction to Linguistics, Lesson | Telephone Language"
user1111,"0589, 1580, 1923, 2182, 2313        ","Lesson | Video Conferencing: Face to Face but Online, Lesson | Small Talk & Conversational Vocabulary, Lesson | Understand and Be Understood on the Phone, Lesson | Express Yourself: Pronunciation, Lesson | Get Ready for the Interview"
user1112,"0103, 0243, 0293, 0651, 0763        ","Teaching Tips for Tricky English Grammar, Strategies for Teaching Perfect Tenses and Modals, Advanced Writing, Write Professional Emails in English, General Academic English"
user1113,"0894, 1399, 1494, 1515, 1642        ","Lesson | Business English Skills: Introducing Yourself in Business Settings, Mandarin Chinese 2: Chinese for Beginners, Blended Language Learning: Design and Practice for Teachers, Grammar and Punctuation, Lesson | Business English Skills: How to Write Effective Openings and Closings to Emails"
user1114,"1648, 1831, 1957, 1966, 1977        ","Adjectives and Adjective Clauses, Teach English Now! Teaching Language Online, Tricky American English Pronunciation, Tricky English Grammar, Spanish Vocabulary: Cultural Experience"
user1115,"2143, 2244, 2403, 2727, 2922        ","Mandarin Chinese 1: Chinese for Beginners, Academic Discussions in English, Lesson | Business English Skills: How to Navigate Tone, Formality, and Directness in Emails, Spanish Vocabulary: Careers and Social Events, Verb Tenses and Passives"
user1116,"2937, 3020, 3363, 0062, 0589        ","Just Reading and Writing English 1, Mandarin Chinese 3: Chinese for Beginners, Miracles of Human Language: An Introduction to Linguistics, Lesson | Telephone Language, Lesson | Video Conferencing: Face to Face but Online"
user1117,"1580, 1923, 2182, 2313, 2701        ","Lesson | Small Talk & Conversational Vocabulary, Lesson | Understand and Be Understood on the Phone, Lesson | Express Yourself: Pronunciation, Lesson | Get Ready for the Interview, Lesson | Organize Your Pitch"
user1118,"3125, 3245, 3356, 3457, 3589        ","Chinese for Business, Advanced Mandarin Chinese: Business and Economy, Intermediate Chinese for Business, Business Mandarin Chinese, Chinese for Business Professionals"
user1119,"3126, 3246, 3357, 3458, 3590        ","Chinese for Marketing, Advanced Mandarin Chinese: Marketing and Advertising, Intermediate Chinese for Marketing, Marketing Mandarin Chinese, Chinese for Marketing Professionals"
user1120,"3127, 3247, 3358, 3459, 3591        ","Chinese for Finance, Advanced Mandarin Chinese: Finance and Banking, Intermediate Chinese for Finance, Finance Mandarin Chinese, Chinese for Finance Professionals"
user1121,"3128, 3248, 3359, 3460, 3592        ","Chinese for Healthcare, Advanced Mandarin Chinese: Healthcare and Medicine, Intermediate Chinese for Healthcare, Healthcare Mandarin Chinese, Chinese for Healthcare Professionals"
user1122,"3129, 3249, 3360, 3461, 3593        ","Chinese for Technology, Advanced Mandarin Chinese: Technology and IT, Intermediate Chinese for Technology, Technology Mandarin Chinese, Chinese for Technology Professionals"
user1123,"3130, 3250, 3361, 3462, 3594        ","Chinese for Engineering, Advanced Mandarin Chinese: Engineering and Construction, Intermediate Chinese for Engineering, Engineering Mandarin Chinese, Chinese for Engineering Professionals"
user1124,"3131, 3251, 3362, 3463, 3595        ","Chinese for Law, Advanced Mandarin Chinese: Legal and Law Enforcement, Intermediate Chinese for Law, Legal Mandarin Chinese, Chinese for Legal Professionals"
user1125,"3132, 3252, 3363, 3464, 3596        ","Chinese for Education, Advanced Mandarin Chinese: Education and Teaching, Intermediate Chinese for Education, Education Mandarin Chinese, Chinese for Education Professionals"
user1126,"3133, 3253, 3364, 3465, 3597        ","Chinese for Tourism, Advanced Mandarin Chinese: Travel and Tourism, Intermediate Chinese for Tourism, Tourism Mandarin Chinese, Chinese for Tourism Professionals"
user1127,"3134, 3254, 3365, 3466, 3598        ","Chinese for Hospitality, Advanced Mandarin Chinese: Hospitality and Catering, Intermediate Chinese for Hospitality, Hospitality Mandarin Chinese, Chinese for Hospitality Professionals"
user1128,"3135, 3255, 3366, 3467, 3599        ","Chinese for Retail, Advanced Mandarin Chinese: Retail and Sales, Intermediate Chinese for Retail, Retail Mandarin Chinese, Chinese for Retail Professionals"
user1129,"3129, 3249, 3360, 3461, 3593        ","Chinese for Technology, Advanced Mandarin Chinese: Technology and IT, Intermediate Chinese for Technology, Technology Mandarin Chinese, Chinese for Technology Professionals"
user1130,"3130, 3250, 3361, 3462, 3594        ","Chinese for Engineering, Advanced Mandarin Chinese: Engineering and Construction, Intermediate Chinese for Engineering, Engineering Mandarin Chinese, Chinese for Engineering Professionals"
user1131,"3131, 3251, 3362, 3463, 3595        ","Chinese for Law, Advanced Mandarin Chinese: Legal and Law Enforcement, Intermediate Chinese for Law, Legal Mandarin Chinese, Chinese for Legal Professionals"
user1132,"3132, 3252, 3363, 3464, 3596        ","Chinese for Education, Advanced Mandarin Chinese: Education and Teaching, Intermediate Chinese for Education, Education Mandarin Chinese, Chinese for Education Professionals"
user1133,"3133, 3253, 3364, 3465, 3597        ","Chinese for Tourism, Advanced Mandarin Chinese: Travel and Tourism, Intermediate Chinese for Tourism, Tourism Mandarin Chinese, Chinese for Tourism Professionals"
user1134,"3134, 3254, 3365, 3466, 3598        ","Chinese for Hospitality, Advanced Mandarin Chinese: Hospitality and Catering, Intermediate Chinese for Hospitality, Hospitality Mandarin Chinese, Chinese for Hospitality Professionals"
user1135,"3135, 3255, 3366, 3467, 3599        ","Chinese for Retail, Advanced Mandarin Chinese: Retail and Sales, Intermediate Chinese for Retail, Retail Mandarin Chinese, Chinese for Retail Professionals"
user1136,"3136, 3256, 3367, 3468, 3600        ","Chinese for Real Estate, Advanced Mandarin Chinese: Real Estate and Property, Intermediate Chinese for Real Estate, Real Estate Mandarin Chinese, Chinese for Real Estate Professionals"
user1137,"3141, 3302, 3385, 3446, 3474       "," Business English: Finance and Economics, Advanced Interviewing Techniques, English for Effective Business Writing, Better Business Writing in English, Noun Clauses and Conditionals"
user1138,"0032, 0484, 0519, 0601, 0615        ","The Music of American English Pronunciation, Russian for beginners 1. ????????? ????: A1, American Deaf Culture, More Chinese for Beginners, Writing in English at University"
user1139,"0685, 0715, 0778, 0885, 0886        ","Chinese for HSK 2, Consonants of American English Pronunciation, Fundamentals of the Chinese character writing (Part 1), Teach English Now! Capstone Project 2, Teach English Now! Capstone Project 2"
user1140,"1076, 1483, 1578, 1913, 1914        ","The Pronunciation of American English Project, Spanish Vocabulary: Meeting People, English for Teaching Purposes, Teach English Now! Second Language Reading, Writing, and Grammar (Part 1), Teach English Now! Second Language Reading, Writing, and Grammar (Part 2)"
user1141,"2652, 3052, 3119, 3181, 3182        ","Learn to Speak Korean 1, Perfect Tenses and Modals, Vowels of American English Pronunciation, Teach English Now! Technology Enriched Teaching (Part 1), Teach English Now! Technology Enriched Teaching (Part 2)"
user1142,"3337, 3356, 3374, 0672, 2062        ","Big data and Language 1, Chinese for HSK 1, Learn Mandarin Chinese: Capstone Project, First Step Korean, Chinese for Beginners"
user1143,"3389, 0103, 0243, 0293, 0651        ","English for Common Interactions in the Workplace: Basic Level, Teaching Tips for Tricky English Grammar, Strategies for Teaching Perfect Tenses and Modals, Advanced Writing, Write Professional Emails in English"
user1144,"0763, 0894, 1399, 1494, 1515        ","General Academic English, Lesson | Business English Skills: Introducing Yourself in Business Settings, Mandarin Chinese 2: Chinese for Beginners, Blended Language Learning: Design and Practice for Teachers, Grammar and Punctuation"
user1145,"1642, 1648, 1831, 1957, 1966        ","Lesson | Business English Skills: How to Write Effective Openings and Closings to Emails, Adjectives and Adjective Clauses, Teach English Now! Teaching Language Online, Tricky American English Pronunciation, Tricky English Grammar"
user1146,"1977, 2143, 2244, 2403, 2727        ","Spanish Vocabulary: Cultural Experience, Mandarin Chinese 1: Chinese for Beginners, Academic Discussions in English, Lesson | Business English Skills: How to Navigate Tone, Formality, and Directness in Emails, Spanish Vocabulary: Careers and Social Events"
user1147,"1642, 1648, 1831, 1957, 1966        ","Lesson | Business English Skills: How to Write Effective Openings and Closings to Emails, Adjectives and Adjective Clauses, Teach English Now! Teaching Language Online, Tricky American English Pronunciation, Tricky English Grammar"
user1148,"1977, 2143, 2244, 2403, 2727        ","Spanish Vocabulary: Cultural Experience, Mandarin Chinese 1: Chinese for Beginners, Academic Discussions in English, Lesson | Business English Skills: How to Navigate Tone, Formality, and Directness in Emails, Spanish Vocabulary: Careers and Social Events"
user1149,"2922, 2937, 3020, 3363, 0062        ","Verb Tenses and Passives, Just Reading and Writing English 1, Mandarin Chinese 3: Chinese for Beginners, Miracles of Human Language: An Introduction to Linguistics, Lesson | Telephone Language"
user1150,"0589, 1580, 1923, 2182, 2313        ","Lesson | Video Conferencing: Face to Face but Online, Lesson | Small Talk & Conversational Vocabulary, Lesson | Understand and Be Understood on the Phone, Lesson | Express Yourself: Pronunciation, Lesson | Get Ready for the Interview"
user1151,"0103, 0243, 0293, 0651, 0763        ","Teaching Tips for Tricky English Grammar, Strategies for Teaching Perfect Tenses and Modals, Advanced Writing, Write Professional Emails in English, General Academic English"
user1152,"0894, 1399, 1494, 1515, 1642        ","Lesson | Business English Skills: Introducing Yourself in Business Settings, Mandarin Chinese 2: Chinese for Beginners, Blended Language Learning: Design and Practice for Teachers, Grammar and Punctuation, Lesson | Business English Skills: How to Write Effective Openings and Closings to Emails"
user1153,"1648, 1831, 1957, 1966, 1977        ","Adjectives and Adjective Clauses, Teach English Now! Teaching Language Online, Tricky American English Pronunciation, Tricky English Grammar, Spanish Vocabulary: Cultural Experience"
user1154,"2143, 2244, 2403, 2727, 2922        ","Mandarin Chinese 1: Chinese for Beginners, Academic Discussions in English, Lesson | Business English Skills: How to Navigate Tone, Formality, and Directness in Emails, Spanish Vocabulary: Careers and Social Events, Verb Tenses and Passives"
user1155,"0189, 0488, 2976, 0272, 0454, 1245","Precalculus: Mathematical Modeling, Discrete Mathematics, Precalculus: Relations and Functions, Game-Theoretic Solution Concept with Spread Sheets, Differential Equations for Engineers, Mathematics for Machine Learning: Multivariate Calculus"
user1156,"0189, 0488, 2976, 0272, 0454, 1245","Precalculus: Mathematical Modeling, Discrete Mathematics, Precalculus: Relations and Functions, Game-Theoretic Solution Concept with Spread Sheets, Differential Equations for Engineers, Mathematics for Machine Learning: Multivariate Calculus"
user1157,"1046, 1443, 2000, 2274, 2731, 0364","Analytic Combinatorics, Vector Calculus for Engineers, Matrix Algebra for Engineers, Introduction to Ordinary Differential Equations, Image and Video Processing: From Mars to Hollywood with a Stop at the Hospital, Data Science Math Skills"
user1158,"0342, 2686, 1115, 0236, 1636, 2542","Game Theory with Python, Introduction to Calculus, Precalculus: Periodic Functions, Matrix Methods, Information Theory, Logic for Economists"
user1159,"2800, 3027, 3427, 0920","Fibonacci Numbers and the Golden Ratio, Games without Chance: Combinatorial Game Theory, Mathematical Biostatistics Boot Camp 1, Introduction to Complex Analysis"
user1160,"0189, 0488, 0272, 1245, 2800","Precalculus: Mathematical Modeling, Discrete Mathematics, Game-Theoretic Solution Concept with Spread Sheets, Mathematics for Machine Learning: Multivariate Calculus, Fibonacci Numbers and the Golden Ratio"
user1161,"2976, 0454, 2731, 0364, 1636","Precalculus: Relations and Functions, Differential Equations for Engineers, Image and Video Processing: From Mars to Hollywood with a Stop at the Hospital, Data Science Math Skills, Information Theory"
user1162,"1046, 1443, 2000, 2686, 1115, 3427","Analytic Combinatorics, Vector Calculus for Engineers, Matrix Algebra for Engineers, Introduction to Calculus, Precalculus: Periodic Functions, Mathematical Biostatistics Boot Camp 1"
user1163,"0342, 2274, 2542, 3027, 0920, 0364","Game Theory with Python, Introduction to Ordinary Differential Equations, Logic for Economists, Games without Chance: Combinatorial Game Theory, Introduction to Complex Analysis, Data Science Math Skills"
user1164,"0189, 0488, 0272, 1245","Precalculus: Mathematical Modeling, Discrete Mathematics, Game-Theoretic Solution Concept with Spread Sheets, Mathematics for Machine Learning: Multivariate Calculus"
user1165,"2976, 0454, 2731, 0364","Precalculus: Relations and Functions, Differential Equations for Engineers, Image and Video Processing: From Mars to Hollywood with a Stop at the Hospital, Data Science Math Skills"
user1166,"1046, 1443, 2000, 2686","Analytic Combinatorics, Vector Calculus for Engineers, Matrix Algebra for Engineers, Introduction to Calculus"
user1167,"0342, 1115, 0236, 2542","Game Theory with Python, Precalculus: Periodic Functions, Matrix Methods, Logic for Economists"
user1168,"2800, 3027, 3427, 0920","Fibonacci Numbers and the Golden Ratio, Games without Chance: Combinatorial Game Theory, Mathematical Biostatistics Boot Camp 1, Introduction to Complex Analysis"
user1169,"0189, 0488, 0272, 1245","Precalculus: Mathematical Modeling, Discrete Mathematics, Game-Theoretic Solution Concept with Spread Sheets, Mathematics for Machine Learning: Multivariate Calculus"
user1170,"2976, 0454, 2731, 0364","Precalculus: Relations and Functions, Differential Equations for Engineers, Image and Video Processing: From Mars to Hollywood with a Stop at the Hospital, Data Science Math Skills"
user1171,"1046, 1443, 2000, 2686","Analytic Combinatorics, Vector Calculus for Engineers, Matrix Algebra for Engineers, Introduction to Calculus"
user1172,"0342, 1115, 0236, 2542","Game Theory with Python, Precalculus: Periodic Functions, Matrix Methods, Logic for Economists"
user1173,"2800, 3027, 3427, 0920","Fibonacci Numbers and the Golden Ratio, Games without Chance: Combinatorial Game Theory, Mathematical Biostatistics Boot Camp 1, Introduction to Complex Analysis"
user1174,"0189, 0488, 0272, 1245","Precalculus: Mathematical Modeling, Discrete Mathematics, Game-Theoretic Solution Concept with Spread Sheets, Mathematics for Machine Learning: Multivariate Calculus"
user1175,"2976, 0454, 2731, 0364","Precalculus: Relations and Functions, Differential Equations for Engineers, Image and Video Processing: From Mars to Hollywood with a Stop at the Hospital, Data Science Math Skills"
user1176,"0034, 0083, 0110, 0132, 0453        ","Advanced Speaking and Listening Project, Successful Interviewing, Big data and Language 2, Teaching Intermediate Grammar Project, Business English: Capstone Project"
user1177,"1046, 1443, 2000, 2686","Analytic Combinatorics, Vector Calculus for Engineers, Matrix Algebra for Engineers, Introduction to Calculus"
user1178,"0342, 1115, 0236, 2542","Game Theory with Python, Precalculus: Periodic Functions, Matrix Methods, Logic for Economists"
user1179,"2800, 3027, 3427, 0920","Fibonacci Numbers and the Golden Ratio, Games without Chance: Combinatorial Game Theory, Mathematical Biostatistics Boot Camp 1, Introduction to Complex Analysis"
user1180,"0189, 0488, 0272, 1245","Precalculus: Mathematical Modeling, Discrete Mathematics, Game-Theoretic Solution Concept with Spread Sheets, Mathematics for Machine Learning: Multivariate Calculus"
user1181,"2976, 0454, 2731, 0364","Precalculus: Relations and Functions, Differential Equations for Engineers, Image and Video Processing: From Mars to Hollywood with a Stop at the Hospital, Data Science Math Skills"
user1182,"1046, 1443, 2000, 2686","Analytic Combinatorics, Vector Calculus for Engineers, Matrix Algebra for Engineers, Introduction to Calculus"
user1183,"0342, 1115, 0236, 2542","Game Theory with Python, Precalculus: Periodic Functions, Matrix Methods, Logic for Economists"
user1184,"2800, 3027, 3427, 0920","Fibonacci Numbers and the Golden Ratio, Games without Chance: Combinatorial Game Theory, Mathematical Biostatistics Boot Camp 1, Introduction to Complex Analysis"
user1185,"0189, 0488, 0272, 1245","Precalculus: Mathematical Modeling, Discrete Mathematics, Game-Theoretic Solution Concept with Spread Sheets, Mathematics for Machine Learning: Multivariate Calculus"
user1186,"2976, 0454, 2731, 0364","Precalculus: Relations and Functions, Differential Equations for Engineers, Image and Video Processing: From Mars to Hollywood with a Stop at the Hospital, Data Science Math Skills"
user1187,"1046, 1443, 2000, 2686","Analytic Combinatorics, Vector Calculus for Engineers, Matrix Algebra for Engineers, Introduction to Calculus"
user1188,"0342, 1115, 0236, 2542","Game Theory with Python, Precalculus: Periodic Functions, Matrix Methods, Logic for Economists"
user1189,"2800, 3027, 3427, 0920","Fibonacci Numbers and the Golden Ratio, Games without Chance: Combinatorial Game Theory, Mathematical Biostatistics Boot Camp 1, Introduction to Complex Analysis"
user1190,"0189, 0488, 0272, 1245","Precalculus: Mathematical Modeling, Discrete Mathematics, Game-Theoretic Solution Concept with Spread Sheets, Mathematics for Machine Learning: Multivariate Calculus"
user1191,"2976, 0454, 2731, 0364","Precalculus: Relations and Functions, Differential Equations for Engineers, Image and Video Processing: From Mars to Hollywood with a Stop at the Hospital, Data Science Math Skills"
user1192,"1046, 1443, 2000, 2686","Analytic Combinatorics, Vector Calculus for Engineers, Matrix Algebra for Engineers, Introduction to Calculus"
user1193,"0342, 1115, 0236, 2542","Game Theory with Python, Precalculus: Periodic Functions, Matrix Methods, Logic for Economists"
user1194,"2800, 3027, 3427, 0920","Fibonacci Numbers and the Golden Ratio, Games without Chance: Combinatorial Game Theory, Mathematical Biostatistics Boot Camp 1, Introduction to Complex Analysis"
